type,severity,status,target_ref,rule_id,primary_source,primary_ref,secondary_ref,detail
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.18.22,uk5-4a3fda3605c055ed6354,tagnt,John.18.22,John.18.22,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.18.23,uk5-1a7fea5b182d6ada5592,tagnt,John.18.23,John.18.23,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.18.25,uk5-123bd871c8b5cd0dd6c3,tagnt,John.18.25,John.18.25,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.18.31,uk5-dcd012dfaf8c23c4a561,tagnt,John.18.31,John.18.31,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.18.34,uk5-0c6b4a6655329c128192,tagnt,John.18.34,John.18.34,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.18.36,uk5-69222768deef981557ac,tagnt,John.18.36,John.18.36,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.18.6,uk5-8f6a35a1642eacde12c5,tagnt,John.18.6,John.18.6,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.18.8,uk5-20e8b3dc8bbf6117180e,tagnt,John.18.8,John.18.8,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.18.9,uk5-7b83d908abb7ecbd811e,tagnt,John.18.9,John.18.9,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.19.16,uk5-ac1b91a64acb12e3fd9e,tagnt,John.19.16,John.19.16,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.19.17,uk5-ffc71280559c2b45d7f3,tagnt,John.19.17,John.19.17,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.19.26,uk5-89d10a7a0ebf06bcf981,tagnt,John.19.26,John.19.26,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.19.37,uk5-432274356b3d668f0be7,tagnt,John.19.37,John.19.37,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.19.4,uk5-9f8173d6019a8a90cf89,tagnt,John.19.4,John.19.4,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.2.10,uk5-d831bde5682adb21646d,tagnt,John.2.10,John.2.10,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.2.16,uk5-3a63fb412e2e3c1d78c6,tagnt,John.2.16,John.2.16,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.2.17,uk5-2add90f8fceae3e7210c,tagnt,John.2.17,John.2.17,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.2.18,uk5-66d8cf51e77a7610c402,tagnt,John.2.18,John.2.18,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.20.13,uk5-b0a3d72530fe10568540,tagnt,John.20.13,John.20.13,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.20.14,uk5-8ace01b51f123c18e4df,tagnt,John.20.14,John.20.14,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.20.15,uk5-5ae21342d4b376f5d084,tagnt,John.20.15,John.20.15,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.20.16,uk5-5ffdf27e2d471f0ad739,tagnt,John.20.16,John.20.16,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.20.17,uk5-b9e4ea142734a1a7a0d0,tagnt,John.20.17,John.20.17,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.20.18,uk5-d217fc0ae1003be486de,tagnt,John.20.18,John.20.18,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.20.20,uk5-03220e7871b4047fd068,tagnt,John.20.20,John.20.20,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.20.21,uk5-d8b78f24906748d45d08,tagnt,John.20.21,John.20.21,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.20.22,uk5-b2b0e7efcc8b42f4589c,tagnt,John.20.22,John.20.22,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.20.25,uk5-90ef0422f56d0d43725c,tagnt,John.20.25,John.20.25,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,medium,resolved_by_locked_runtime_authority_contract,John.20.28,uk5-1cfe90d0eea8a11dd6a3,tagnt,John.20.28,John.20.28,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.20.29,uk5-319ca34f3f94a688238e,tagnt,John.20.29,John.20.29,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.21.15,uk5-1799cbbf00386c1eb001,tagnt,John.21.15,John.21.15,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.21.16,uk5-4ec93654e94a7765d01a,tagnt,John.21.16,John.21.16,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.21.17,uk5-8af0dd8c84b41a9ec852,tagnt,John.21.17,John.21.17,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.21.19,uk5-4eda67b614b669c80310,tagnt,John.21.19,John.21.19,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.21.3,uk5-c2f37160da240396ae98,tagnt,John.21.3,John.21.3,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.21.6,uk5-6036f74a30edfd6d171a,tagnt,John.21.6,John.21.6,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.3.12,uk5-7380b6440606c5d7ad96,tagnt,John.3.12,John.3.12,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.3.13,uk5-42d0b6da8c55b3f3ce9d,tagnt,John.3.13,John.3.13,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.3.15,uk5-a592ca415e084a32e420,tagnt,John.3.15,John.3.15,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.3.24,uk5-ef24b43244a28f86d001,tagnt,John.3.24,John.3.24,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.3.28,uk5-e36be6cfc1fdc54a82fa,tagnt,John.3.28,John.3.28,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.3.3,uk5-47a744a1c628006cc567,tagnt,John.3.3,John.3.3,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.3.30,uk5-2c4e7adb7d59ad66a715,tagnt,John.3.30,John.3.30,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.3.7,uk5-3f893bedd8659800d7a6,tagnt,John.3.7,John.3.7,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.3.9,uk5-7c4a298123ff23fa8368,tagnt,John.3.9,John.3.9,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.1,uk5-f9e6cf97b2aa809c56ea,tagnt,John.4.1,John.4.1,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.12,uk5-522d17d81cf2605561f2,tagnt,John.4.12,John.4.12,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.13,uk5-85c76f28afc6ad5cfe4f,tagnt,John.4.13,John.4.13,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.17,uk5-bacb1158584cb59454ec,tagnt,John.4.17,John.4.17,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.18,uk5-c4ab6c3337d28c703b41,tagnt,John.4.18,John.4.18,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.2,uk5-eb1e59c64c3c9c6d01bf,tagnt,John.4.2,John.4.2,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.22,uk5-a7d9652c596ccf996dea,tagnt,John.4.22,John.4.22,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.24,uk5-434deacc06408e1e0eaa,tagnt,John.4.24,John.4.24,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.25,uk5-5b05b801e5e01b4ff35e,tagnt,John.4.25,John.4.25,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.29,uk5-8c4343104eb1c585653f,tagnt,John.4.29,John.4.29,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.31,uk5-db7b906119fd58e6792e,tagnt,John.4.31,John.4.31,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.32,uk5-1ccea96bff69389822ab,tagnt,John.4.32,John.4.32,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.35,uk5-cca74e0b36c5a2a3212c,tagnt,John.4.35,John.4.35,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.4,uk5-1ad3d67d2b49f19b4e97,tagnt,John.4.4,John.4.4,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.41,uk5-b6f12c7cfc566c967d5f,tagnt,John.4.41,John.4.41,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.42,uk5-390e5b3ae372bc1e34af,tagnt,John.4.42,John.4.42,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.48,uk5-f823857fe97b9b8a6cda,tagnt,John.4.48,John.4.48,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.50,uk5-96d0c65da108486e4f85,tagnt,John.4.50,John.4.50,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.4.52,uk5-a31135a2d7d9e9cf0197,tagnt,John.4.52,John.4.52,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.5.11,uk5-36c3e3d47958b446fb42,tagnt,John.5.11,John.5.11,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.5.12,uk5-136b7014dd997e848cf1,tagnt,John.5.12,John.5.12,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.5.16,uk5-ff13f4f9a6eb67b5c5a8,tagnt,John.5.16,John.5.16,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.5.17,uk5-3af1e6abe73b5827a0f6,tagnt,John.5.17,John.5.17,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.5.19,uk5-ed584b9e149301c35c72,tagnt,John.5.19,John.5.19,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.5.3,uk5-4a3e3783b8787ac3b85e,tagnt,John.5.3,John.5.3,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.5.30,uk5-976b80a55be3d3be29e9,tagnt,John.5.30,John.5.30,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,medium,resolved_by_locked_runtime_authority_contract,John.5.4,uk5-6957641c7c8a3f7295ba,tagnt,John.5.4,John.5.4,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.5.40,uk5-ab6c71f5155149c92707,tagnt,John.5.40,John.5.40,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.11,uk5-8541bbe8f93128024d2a,tagnt,John.6.11,John.6.11,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.18,uk5-fa296938ed1d926a9fba,tagnt,John.6.18,John.6.18,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.22,uk5-c0515744d1a34e5e6b3f,tagnt,John.6.22,John.6.22,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.23,uk5-62729d18ba1a0f1b8c0d,tagnt,John.6.23,John.6.23,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.26,uk5-720b98518fa23c7c32c3,tagnt,John.6.26,John.6.26,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.30,uk5-fcc5b0e65e543f9219e0,tagnt,John.6.30,John.6.30,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.31,uk5-aabaf5f2cea9f70ef422,tagnt,John.6.31,John.6.31,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.34,uk5-d503e029103a62b69b93,tagnt,John.6.34,John.6.34,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.36,uk5-6850ef63d25a8783e702,tagnt,John.6.36,John.6.36,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.39,uk5-494bd6f7a9e50af9e7b5,tagnt,John.6.39,John.6.39,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.42,uk5-ef688e1f21dc4a40a3d8,tagnt,John.6.42,John.6.42,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.43,uk5-8df71055d87fdcd574fa,tagnt,John.6.43,John.6.43,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.44,uk5-e8925ffc35da04ff96cf,tagnt,John.6.44,John.6.44,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.52,uk5-be6635c3e31ef7b6e5ad,tagnt,John.6.52,John.6.52,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.54,uk5-282f30849bedbcea0857,tagnt,John.6.54,John.6.54,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.55,uk5-c2ee2c2283c1572168f0,tagnt,John.6.55,John.6.55,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.56,uk5-fdef7b32e619d64b2e90,tagnt,John.6.56,John.6.56,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.57,uk5-78f1147a0d2a635f9a34,tagnt,John.6.57,John.6.57,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.58,uk5-ecbfd24f0a1229c88cc9,tagnt,John.6.58,John.6.58,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.59,uk5-523df21e88a39168d5da,tagnt,John.6.59,John.6.59,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.65,uk5-f12a25dec7f7be8f37fd,tagnt,John.6.65,John.6.65,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.6.69,uk5-50012c1b8ed3ba5c9f97,tagnt,John.6.69,John.6.69,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.16,uk5-e8ad962744f99d63256c,tagnt,John.7.16,John.7.16,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.21,uk5-dc00b6b13ab55cd3e099,tagnt,John.7.21,John.7.21,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.26,uk5-934b2a45649110e215cc,tagnt,John.7.26,John.7.26,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.28,uk5-60344d1d164c2272e285,tagnt,John.7.28,John.7.28,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,medium,resolved_by_locked_runtime_authority_contract,John.7.29,uk5-fc2ea4b04169d11789ef,tagnt,John.7.29,John.7.29,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.33,uk5-6afefdde0d05002af908,tagnt,John.7.33,John.7.33,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.34,uk5-2de6a03b1a9624ba782b,tagnt,John.7.34,John.7.34,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.36,uk5-ca9d8b46dfedbd289a25,tagnt,John.7.36,John.7.36,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.39,uk5-4bfabc6d9ef6415c5c79,tagnt,John.7.39,John.7.39,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.4,uk5-a90ce11a2bceea7d5072,tagnt,John.7.4,John.7.4,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.46,uk5-df08d4bd0f450a8913b8,tagnt,John.7.46,John.7.46,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.51,uk5-3ed238f29316684f5eea,tagnt,John.7.51,John.7.51,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.52,uk5-f87091ea99e4dd598a5e,tagnt,John.7.52,John.7.52,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.6,uk5-5701ee10a4c5e9c146ce,tagnt,John.7.6,John.7.6,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.8,uk5-de0af539c0801a654305,tagnt,John.7.8,John.7.8,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.7.9,uk5-176dfa32b4ef6a05c30b,tagnt,John.7.9,John.7.9,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.1,uk5-bf773dc04b88026c8cd9,tagnt,John.8.1,John.8.1,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,medium,resolved_by_locked_runtime_authority_contract,John.8.10,uk5-ae5b3eb7da7737567ef1,tagnt,John.8.10,John.8.10,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,medium,resolved_by_locked_runtime_authority_contract,John.8.11,uk5-0f01bcdf41b5efb61710,tagnt,John.8.11,John.8.11,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.13,uk5-adc5795c2e9701bc941d,tagnt,John.8.13,John.8.13,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.14,uk5-9dc5ac44b0916c04afcb,tagnt,John.8.14,John.8.14,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.19,uk5-79073c2cb3a4ce63c8ae,tagnt,John.8.19,John.8.19,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.2,uk5-45aae07de5de4e811115,tagnt,John.8.2,John.8.2,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.21,uk5-531b83821f98c43142f3,tagnt,John.8.21,John.8.21,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.26,uk5-825a1744d9a499da2a1e,tagnt,John.8.26,John.8.26,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.29,uk5-2347086865c6fdb983d0,tagnt,John.8.29,John.8.29,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.3,uk5-b4427788274772df2cb9,tagnt,John.8.3,John.8.3,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.37,uk5-74b07db47fb54277df65,tagnt,John.8.37,John.8.37,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.39,uk5-c5254c0b1f0b83e35969,tagnt,John.8.39,John.8.39,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,medium,resolved_by_locked_runtime_authority_contract,John.8.4,uk5-5a4976b67dd80ecaeabb,tagnt,John.8.4,John.8.4,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.43,uk5-b85533d669725957d270,tagnt,John.8.43,John.8.43,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.45,uk5-70e58b2e8b162868d7f9,tagnt,John.8.45,John.8.45,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.46,uk5-3dd9ac5e8e35a1f859a0,tagnt,John.8.46,John.8.46,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.48,uk5-0c20ed50d73e6e0d1036,tagnt,John.8.48,John.8.48,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.49,uk5-71f6164d2a06d0be9e1b,tagnt,John.8.49,John.8.49,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,medium,resolved_by_locked_runtime_authority_contract,John.8.5,uk5-7a0d93afa26e32c712a6,tagnt,John.8.5,John.8.5,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.53,uk5-8c6b3074f7fed1bb3508,tagnt,John.8.53,John.8.53,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.54,uk5-4efc68bdc03345a44cca,tagnt,John.8.54,John.8.54,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.55,uk5-e78d731f389ea3d938ee,tagnt,John.8.55,John.8.55,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.56,uk5-b96f4706c097e91bddb7,tagnt,John.8.56,John.8.56,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,John.8.58,uk5-be2915619f4819778b88,tagnt,John.8.58,John.8.58,locked runtime authority retained; raw secondary textual/segmentation variant recorded
