type,severity,status,target_ref,rule_id,primary_source,primary_ref,secondary_ref,detail
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Eph.6.19,uk5-d461100ba7ce7c40189b,tagnt,Eph.6.19,Eph.6.19,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Eph.6.20,uk5-c6c63da2cf0474b08587,tagnt,Eph.6.20,Eph.6.20,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,medium,resolved_by_locked_runtime_authority_contract,Eph.6.24,uk5-eb4547b0b1759dea9200,tagnt,Eph.6.24,Eph.6.24,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Eph.6.8,uk5-415b4c13ff935050206c,tagnt,Eph.6.8,Eph.6.8,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Esth.1.8,uk5-396526f59ce0bb5e883a,oshb,Esth.1.8,Esth.1.8,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Esth.3.7,uk5-26a59a65ae33b847a787,oshb,Esth.3.7,Esth.3.7,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.10.24,uk5-c2fe2d9f63ff0bb02ccc,oshb,Exod.10.24,Exod.10.24,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.10.28,uk5-5d34c226e7df0c02c260,oshb,Exod.10.28,Exod.10.28,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.10.9,uk5-f127fa5a84e91259aebe,oshb,Exod.10.9,Exod.10.9,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.16.30,uk5-ab1b5708ea44f1e310e1,oshb,Exod.16.30,Exod.16.30,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.17.15,uk5-87dec60b05fe8c7fc2ad,oshb,Exod.17.15,Exod.17.15,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.2.8,uk5-c3d8a6d8c68c2b9f0187,oshb,Exod.2.8,Exod.2.8,locked runtime authority retained; raw secondary textual/segmentation variant recorded
uxlc_independent_surface_difference,medium,resolved_by_locked_runtime_authority_contract,Exod.20.10,uk5-85abbdb72c81e1c457da,oshb,Exod.20.10,Exod.20.10,independent UXLC surface difference recorded; OSHB Strong authority retained
uxlc_independent_surface_difference,medium,resolved_by_locked_runtime_authority_contract,Exod.20.13,uk5-5dcf1ea5abb709935085,oshb,Exod.20.13,Exod.20.13,independent UXLC surface difference recorded; OSHB Strong authority retained
uxlc_independent_surface_difference,medium,resolved_by_locked_runtime_authority_contract,Exod.20.14,uk5-2e68258912ceee72698a,oshb,Exod.20.14,Exod.20.14,independent UXLC surface difference recorded; OSHB Strong authority retained
uxlc_independent_surface_difference,medium,resolved_by_locked_runtime_authority_contract,Exod.20.15,uk5-3726996f1f609111656e,oshb,Exod.20.15,Exod.20.15,independent UXLC surface difference recorded; OSHB Strong authority retained
uxlc_independent_surface_difference,medium,resolved_by_locked_runtime_authority_contract,Exod.20.3,uk5-920a8f2956893ffdc6dd,oshb,Exod.20.3,Exod.20.3,independent UXLC surface difference recorded; OSHB Strong authority retained
uxlc_independent_surface_difference,medium,resolved_by_locked_runtime_authority_contract,Exod.20.4,uk5-2070e8d95c8507fd438f,oshb,Exod.20.4,Exod.20.4,independent UXLC surface difference recorded; OSHB Strong authority retained
uxlc_independent_surface_difference,medium,resolved_by_locked_runtime_authority_contract,Exod.20.8,uk5-5850fa07158fa23c8130,oshb,Exod.20.8,Exod.20.8,independent UXLC surface difference recorded; OSHB Strong authority retained
uxlc_independent_surface_difference,medium,resolved_by_locked_runtime_authority_contract,Exod.20.9,uk5-2daa6ae60216b4ecda4d,oshb,Exod.20.9,Exod.20.9,independent UXLC surface difference recorded; OSHB Strong authority retained
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.1,uk5-acb471e2e58df54ea7ed,oshb,Exod.22.1,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.10,uk5-d65c3d7cbeb0ec7441ad,oshb,Exod.22.10,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.11,uk5-d7c5395f71f087c3730d,oshb,Exod.22.11,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.12,uk5-312330925366f120ef7f,oshb,Exod.22.12,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.13,uk5-27f3d5e688b41ef7ba88,oshb,Exod.22.13,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.14,uk5-2854d2b9ea6c0f998c7b,oshb,Exod.22.14,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.15,uk5-b7cabb66062f21af09f7,oshb,Exod.22.15,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.16,uk5-135cd42959ef387fd2be,oshb,Exod.22.16,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.17,uk5-a6064ea0c9fa044227d7,oshb,Exod.22.17,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.18,uk5-7a90ab3bf18b83243556,oshb,Exod.22.18,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.19,uk5-e4450a10ca332a099bab,oshb,Exod.22.19,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.2,uk5-762d42e2f75936a7a574,oshb,Exod.22.2,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.20,uk5-f708c9a3dc22fa07f41d,oshb,Exod.22.20,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.21,uk5-3c18e0ab621976cbbfe1,oshb,Exod.22.21,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.22,uk5-35c5113b9355b89ba2db,oshb,Exod.22.22,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.23,uk5-490543e26e8147de397e,oshb,Exod.22.23,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.24,uk5-d914c514416c2d5db9db,oshb,Exod.22.24,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.25,uk5-2b530bf10baae573b520,oshb,Exod.22.25,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.26,uk5-b0dffee80e0f877c4354,oshb,Exod.22.26,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.27,uk5-db74747c0026449edf83,oshb,Exod.22.27,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.28,uk5-e208db09c23a0e63c12a,oshb,Exod.22.28,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.29,uk5-02a2d5afe0eea242118f,oshb,Exod.22.29,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.3,uk5-b8860e0836a0ff277963,oshb,Exod.22.3,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.30,uk5-401df75b6ee24ddfad80,oshb,Exod.22.30,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.31,uk5-0c8297aa09fffd7c3b78,oshb,Exod.22.30,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.4,uk5-8404ca3c7792a0328825,oshb,Exod.22.4,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.5,uk5-b8624634813f895615f1,oshb,Exod.22.5,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.6,uk5-7299d29d83145ce3c50e,oshb,Exod.22.6,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.7,uk5-c663265bce1e64fc59c3,oshb,Exod.22.7,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.8,uk5-6dd8ce51cfb3dc39842d,oshb,Exod.22.8,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.22.9,uk5-3cd9e114e2a0100c19f8,oshb,Exod.22.9,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.25.29,uk5-6f28dcc1402b8ecd2cd8,oshb,Exod.25.29,Exod.25.29,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.3.21,uk5-4a0b197f248b1ae9d2a7,oshb,Exod.3.21,Exod.3.21,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.32.34,uk5-021e1ab7bb0cdcc3b8be,oshb,Exod.32.34,Exod.32.34,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.33.14,uk5-71a65948fc018ce8e5f8,oshb,Exod.33.14,Exod.33.14,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.33.15,uk5-7b9b3bc16da842350222,oshb,Exod.33.15,Exod.33.15,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.4.18,uk5-0ff88b07f20949e5ff50,oshb,Exod.4.18,Exod.4.18,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Exod.4.27,uk5-0465ddddd6fe7dc5e0b3,oshb,Exod.4.27,Exod.4.27,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.1,uk5-771d8b90998b9783d92a,oshb,Exod.8.1,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.10,uk5-d088675bcc347213ad11,oshb,Exod.8.10,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.11,uk5-c9c1b62d73d8c9d75634,oshb,Exod.8.11,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.12,uk5-4f9edad9819a8167e143,oshb,Exod.8.12,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.13,uk5-f3d7537c64efff602fdb,oshb,Exod.8.13,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.14,uk5-7a223a02ca0b83735965,oshb,Exod.8.14,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.15,uk5-343c83dd706fa266c42a,oshb,Exod.8.15,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.16,uk5-1cc24a894a35330ef977,oshb,Exod.8.16,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.17,uk5-69c1d135bd12f8ed6da5,oshb,Exod.8.17,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.18,uk5-5a932088eb78510a25ee,oshb,Exod.8.18,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.19,uk5-76778a46bdbb9aa24987,oshb,Exod.8.19,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.2,uk5-d4c81680d033fbce8357,oshb,Exod.8.2,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.20,uk5-3317953f3a063fd08ab0,oshb,Exod.8.20,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.21,uk5-602011d9980b472ad370,oshb,Exod.8.21,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.22,uk5-e470e7bab9f251ce1292,oshb,Exod.8.22,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.23,uk5-655874ac11cf2dfd3edc,oshb,Exod.8.23,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.24,uk5-ba956120626bb79120db,oshb,Exod.8.24,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.25,uk5-e830328809fbb3decb32,oshb,Exod.8.25,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.26,uk5-39ced8c1bf081162af54,oshb,Exod.8.26,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.27,uk5-8d3adcf14e1f1dc7355c,oshb,Exod.8.27,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.28,uk5-128007cf9a196489118e,oshb,Exod.8.28,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.29,uk5-7d10e73bf9ca9cb12232,oshb,Exod.8.25,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.3,uk5-9b5f8e334b02457f4724,oshb,Exod.8.3,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.30,uk5-39472e6e783fee8b5c89,oshb,Exod.8.26,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.31,uk5-32bba79e13ac42205b3d,oshb,Exod.8.27,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.32,uk5-807721ab3710f52552c5,oshb,Exod.8.28,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.4,uk5-691d395d6c49a09ca99a,oshb,Exod.8.4,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.5,uk5-c319cbd6845e1effd819,oshb,Exod.8.5,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.6,uk5-c1ce7d3b9d77e0b3c6e6,oshb,Exod.8.6,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.7,uk5-44d951524cf6cd98de27,oshb,Exod.8.7,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.8,uk5-75a342ad7aca78628023,oshb,Exod.8.8,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Exod.8.9,uk5-c3dcff893c085a909bc6,oshb,Exod.8.9,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,medium,resolved_by_locked_runtime_authority_contract,Ezek.1.12,uk5-f42f5a2951b0bbfa6d67,oshb,Ezek.1.12,Ezek.1.12,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,medium,resolved_by_locked_runtime_authority_contract,Ezek.1.17,uk5-ee2ffec419f9bdbd1705,oshb,Ezek.1.17,Ezek.1.17,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Ezek.1.19,uk5-e8e97fbf69eaf76797d5,oshb,Ezek.1.19,Ezek.1.19,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Ezek.1.20,uk5-053b9dc82c029a1ee726,oshb,Ezek.1.20,Ezek.1.20,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Ezek.1.21,uk5-289314cabd8a9cf56ee1,oshb,Ezek.1.21,Ezek.1.21,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Ezek.1.9,uk5-97c54f4e6ced6f6f0172,oshb,Ezek.1.9,Ezek.1.9,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.10.11,uk5-79624e6ba430335d012c,oshb,Ezek.10.11,Ezek.10.11,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Ezek.10.16,uk5-ea0cb9822e63a9c66164,oshb,Ezek.10.16,Ezek.10.16,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Ezek.10.17,uk5-c291c723104d649965e6,oshb,Ezek.10.17,Ezek.10.17,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Ezek.16.47,uk5-7a21583793eaa03180d9,oshb,Ezek.16.47,Ezek.16.47,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Ezek.16.59,uk5-b353af8dcb3a710ea8f7,oshb,Ezek.16.59,Ezek.16.59,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,low,resolved_by_locked_runtime_authority_contract,Ezek.17.17,uk5-8de2308703daf789b4a3,oshb,Ezek.17.17,Ezek.17.17,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.20.45,uk5-4f5654d66f60fbf0d217,oshb,Ezek.21.1,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.20.46,uk5-c7bf489c123ac296f010,oshb,Ezek.21.2,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.20.47,uk5-084be6ea51c16b63ae8f,oshb,Ezek.21.3,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.20.48,uk5-fe1270b01d26a5d22a9a,oshb,Ezek.21.4,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.20.49,uk5-96ecf6c318920c834d0a,oshb,Ezek.21.5,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.1,uk5-4a37fef307c7f4e6bf89,oshb,Ezek.21.1,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.10,uk5-960f2284a76e88b4d30d,oshb,Ezek.21.10,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.11,uk5-fd9382836d9269f62917,oshb,Ezek.21.11,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.12,uk5-100b8b5dbb38f0035eca,oshb,Ezek.21.12,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.13,uk5-5ded446ec7d84f7e8004,oshb,Ezek.21.13,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.14,uk5-1ad7bdaf4c2060906998,oshb,Ezek.21.14,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.15,uk5-a59eee812d8323574ea2,oshb,Ezek.21.15,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.16,uk5-ed5679a03dc1b48b9f49,oshb,Ezek.21.16,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.17,uk5-d254ae3ae0c432965c23,oshb,Ezek.21.17,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.18,uk5-db6cfecc9394e5852940,oshb,Ezek.21.18,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.19,uk5-1a0d007c480a5032ae85,oshb,Ezek.21.19,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.2,uk5-23e9f89532888cfeb77c,oshb,Ezek.21.2,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.20,uk5-ef09ee7926f3b15133e9,oshb,Ezek.21.20,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.21,uk5-d0c71153d570f1cfbd8d,oshb,Ezek.21.21,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.22,uk5-5c933dfd686d18b6f19c,oshb,Ezek.21.22,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.23,uk5-30376a3910c343db5875,oshb,Ezek.21.23,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.24,uk5-aebd4210cc3a61857d5f,oshb,Ezek.21.24,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.25,uk5-d8be3da472146d91daba,oshb,Ezek.21.25,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.26,uk5-0e88737b978150811fa1,oshb,Ezek.21.26,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.27,uk5-db0f25b9e5b54f5bd073,oshb,Ezek.21.27,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.28,uk5-829602e40fd96f62e0a0,oshb,Ezek.21.28,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.29,uk5-0ed5b12bc10a5d22d9f2,oshb,Ezek.21.29,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.3,uk5-940823b9c5e843726e01,oshb,Ezek.21.3,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.30,uk5-eacab519b1590eb5a9d5,oshb,Ezek.21.30,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.31,uk5-563ea8740d74caf37e5f,oshb,Ezek.21.31,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.32,uk5-5a4f29cd1775adddc393,oshb,Ezek.21.32,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.4,uk5-4bb8bbda91f7d9d824fc,oshb,Ezek.21.4,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
strong_control_sequence_difference,high,resolved_by_locked_runtime_authority_contract,Ezek.21.5,uk5-86c4d18c03ead42e92ef,oshb,Ezek.21.5,,locked runtime authority retained; raw secondary textual/segmentation variant recorded
